yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2016,2016,Re-Export,Oman,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Asia,Asia,130,21.0000287,57.0036901,25.499703063807168,75.5024015339642
2016,2016,Re-Export,Oman,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Sub-Saharan Africa,Africa,41612,21.0000287,57.0036901,6.06272746187266,22.727528470146083
2016,2016,Re-Export,Oman,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,188871,21.0000287,57.0036901,,
