yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2003,2003,Re-Export,Comoros,9,"Coffee, tea, mate and spices",Sub-Saharan Africa,Africa,142
2003,2003,Re-Export,Comoros,9,"Coffee, tea, mate and spices",World,World,142
