yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2009,2009,Import,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Asia,Asia,166881,40.7696272,44.6736646,37.977378106878206,73.97804075806764
2009,2009,Import,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Europe,Europe,1467969,40.7696272,44.6736646,51.67568633314729,27.673469819741847
2009,2009,Import,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern America,Americas,208,40.7696272,44.6736646,43.897683433510366,-100.08947125585888
2009,2009,Import,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern Europe,Europe,48,40.7696272,44.6736646,59.36075159783851,25.01346951967388
2009,2009,Import,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,South-eastern Asia,Asia,172,40.7696272,44.6736646,10.528384761701911,103.08333472012376
2009,2009,Import,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Asia,Asia,17104,40.7696272,44.6736646,25.499703063807168,75.5024015339642
2009,2009,Import,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Europe,Europe,5452,40.7696272,44.6736646,40.12399607988535,20.742583178432696
2009,2009,Import,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Asia,Asia,698494,40.7696272,44.6736646,26.42921218083572,52.86847103284948
2009,2009,Import,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Europe,Europe,1625,40.7696272,44.6736646,47.92172048214207,7.866753258497997
2009,2009,Import,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,2870147,40.7696272,44.6736646,,
2009,2009,Import,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Georgia, Georgia,356827,40.7696272,44.6736646,,
2009,2009,Import,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Pakistan, Pakistan,128561,40.7696272,44.6736646,,
2009,2009,Import,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,United Arab Emirates, United Arab Emirates,2779,40.7696272,44.6736646,,
