yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2016,2016,Export,Comoros,World,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",358882,,,-36.8535712,174.7456809
2016,2016,Export,Comoros,France,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",2778,,,46.603354,1.8883335
2016,2016,Export,Comoros,Italy,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",184481,,,42.6384261,12.674297
2016,2016,Export,Comoros,Madagascar,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168793,,,-18.9249604,46.4416422
2016,2016,Export,Comoros,Mauritania,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",191,,,20.2540382,-9.2399263
2016,2016,Export,Comoros,United Arab Emirates,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",2411,,,24.0002488,53.9994829
2016,2016,Export,Comoros,United Rep. of Tanzania,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",224,,,,
