yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2012,2012.0,Re-Export,Bahrain,World,81.0,Other base metals; cermets; articles thereof,13769.0,,26.1551249,50.5344606,-36.8535712,174.7456809
2012,2012.0,Re-Export,Bahrain,Saudi Arabia,81.0,Other base metals; cermets; articles thereof,12168.0,,26.1551249,50.5344606,25.6242618,42.3528328
2012,2012.0,Re-Export,Bahrain,United Arab Emirates,81.0,Other base metals; cermets; articles thereof,1601.0,,26.1551249,50.5344606,24.0002488,53.9994829
