rtTitle,Subregion,rgDesc,TradeValue
Armenia,Bahrain,Export,539
Armenia,Bahrain,Import,660722
Armenia,Cyprus,Export,276540
Armenia,Cyprus,Import,1552866
Armenia,Georgia,Export,76486338
Armenia,Georgia,Import,39966908
Armenia,Georgia,Re-Export,24761569
Armenia,Iraq,Import,46723
Armenia,Israel,Export,4957303
Armenia,Israel,Import,27966335
Armenia,Israel,Re-Export,800
Armenia,Israel,Re-Import,952
Armenia,Jordan,Export,51690
Armenia,Jordan,Import,247964
Armenia,Kuwait,Import,291642
Armenia,Lebanon,Export,140575
Armenia,Lebanon,Import,7858473
Armenia,Lebanon,Re-Export,1200
Armenia,Libya,Import,10500
Armenia,Malta,Export,154
Armenia,Malta,Import,2755
Armenia,Mauritania,Import,199453
Armenia,Morocco,Import,239347
Armenia,Oman,Import,291636
Armenia,Pakistan,Export,139743
Armenia,Pakistan,Import,3820005
Armenia,Pakistan,Re-Export,57743
Armenia,Qatar,Import,417608
Armenia,Saudi Arabia,Export,380
Armenia,Saudi Arabia,Import,2373364
Armenia,United Arab Emirates,Export,7775981
Armenia,United Arab Emirates,Import,31456107
Armenia,United Arab Emirates,Re-Export,1092794
Armenia,World,Export,1054498964
Armenia,World,Import,4066653823
Armenia,World,Re-Export,147980327
Armenia,World,Re-Import,12304566
Armenia,Yemen,Import,633
