yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2011,2011,Re-Export,Georgia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Northern Europe,Europe,3033,32.3293809,-83.1137366,59.36075159783851,25.01346951967388
2011,2011,Re-Export,Georgia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Western Asia,Asia,10297,32.3293809,-83.1137366,26.42921218083572,52.86847103284948
2011,2011,Re-Export,Georgia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,World,World,13332,32.3293809,-83.1137366,,
2011,2011,Re-Export,Georgia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery, Armenia, Armenia,2,32.3293809,-83.1137366,,
