yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
1997,1997,Export,Comoros,89,"Ships, boats and other floating structures",Sub-Saharan Africa,Africa,2280
1997,1997,Export,Comoros,89,"Ships, boats and other floating structures",World,World,2280
