yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2007,2007,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,884719,31.1667049,36.941628,-16.85099460447687,133.4130365630627
2007,2007,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,1002212,31.1667049,36.941628,37.977378106878206,73.97804075806764
2007,2007,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,102026,31.1667049,36.941628,51.67568633314729,27.673469819741847
2007,2007,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,283355,31.1667049,36.941628,,
2007,2007,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,688418,31.1667049,36.941628,17.925141963241547,-78.01492950057497
2007,2007,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,1112254,31.1667049,36.941628,43.897683433510366,-100.08947125585888
2007,2007,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,819323,31.1667049,36.941628,59.36075159783851,25.01346951967388
2007,2007,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,302658,31.1667049,36.941628,10.528384761701911,103.08333472012376
2007,2007,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,1179184,31.1667049,36.941628,40.12399607988535,20.742583178432696
2007,2007,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,287865,31.1667049,36.941628,26.42921218083572,52.86847103284948
2007,2007,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,3166978,31.1667049,36.941628,47.92172048214207,7.866753258497997
2007,2007,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,12340332,31.1667049,36.941628,,
2007,2007,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Israel, Israel,51179,31.1667049,36.941628,,
2007,2007,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Lebanon, Lebanon,10549,31.1667049,36.941628,,
2007,2007,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Pakistan, Pakistan,666,31.1667049,36.941628,,
2007,2007,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,1923055,31.1667049,36.941628,,
2007,2007,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,State of Palestine, State of Palestine,2066,31.1667049,36.941628,,
2007,2007,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,201762,31.1667049,36.941628,,
