yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2009,2009,Export,Georgia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Eastern Europe,Europe,38851,32.3293809,-83.1137366,51.67568633314729,27.673469819741847
2009,2009,Export,Georgia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Latin America and the Caribbean,Americas,45000,32.3293809,-83.1137366,17.925141963241547,-78.01492950057497
2009,2009,Export,Georgia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Europe,Europe,533234,32.3293809,-83.1137366,47.92172048214207,7.866753258497997
2009,2009,Export,Georgia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,944200,32.3293809,-83.1137366,,
2009,2009,Export,Georgia,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Armenia, Armenia,246017,32.3293809,-83.1137366,,
2009,2009,Export,Georgia,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Azerbaijan, Azerbaijan,47498,32.3293809,-83.1137366,,
2009,2009,Export,Georgia,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Iraq, Iraq,33600,32.3293809,-83.1137366,,
