yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2009,2009,Export,Saudi Arabia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,4100657,25.62,42.35,,
2009,2009,Export,Saudi Arabia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Bahrain, Bahrain,156815,25.62,42.35,,
2009,2009,Export,Saudi Arabia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Qatar, Qatar,3607277,25.62,42.35,,
2009,2009,Export,Saudi Arabia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,United Arab Emirates, United Arab Emirates,336565,25.62,42.35,,
