yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion_export,Region_export,TradeValue_export,rtLat,rtLon,ptLon,ptLat,mid,Subregion_import,Region_import,TradeValue_import
1996.0,1996.0,Export,Morocco,1.0,Live animals,World,World,248616.0,31.17,-7.33,,,11996Morocco,World,World,62127988.0
1996.0,1996.0,Export,Morocco,2.0,Meat and edible meat offal,World,World,390410.0,31.17,-7.33,,,21996Morocco,World,World,17194788.0
1996.0,1996.0,Export,Morocco,3.0,"Fish, crustaceans, molluscs, aquatic invertebrates ne",World,World,564299072.0,31.17,-7.33,,,31996Morocco,World,World,3254368.0
1996.0,1996.0,Export,Morocco,4.0,"Dairy products, eggs, honey, edible animal product nes",World,World,12064159.0,31.17,-7.33,,,41996Morocco,World,World,85370008.0
1996.0,1996.0,Export,Morocco,5.0,"Products of animal origin, nes",World,World,6936860.0,31.17,-7.33,,,51996Morocco,World,World,452936.0
1996.0,1996.0,Export,Morocco,6.0,"Live trees, plants, bulbs, roots, cut flowers etc",World,World,17929422.0,31.17,-7.33,,,61996Morocco,World,World,6178728.0
1996.0,1996.0,Export,Morocco,7.0,Edible vegetables and certain roots and tubers,World,World,154924416.0,31.17,-7.33,,,71996Morocco,World,World,34443728.0
1996.0,1996.0,Export,Morocco,8.0,"Edible fruit, nuts, peel of citrus fruit, melons",World,World,336567456.0,31.17,-7.33,,,81996Morocco,World,World,12754602.0
1996.0,1996.0,Export,Morocco,9.0,"Coffee, tea, mate and spices",World,World,18219214.0,31.17,-7.33,,,91996Morocco,World,World,112222040.0
1996.0,1996.0,Export,Morocco,10.0,Cereals,World,World,215152.0,31.17,-7.33,,,101996Morocco,World,World,607952512.0
1996.0,1996.0,Export,Morocco,11.0,"Milling products, malt, starches, inulin, wheat glute",World,World,9559983.0,31.17,-7.33,,,111996Morocco,World,World,6324311.0
1996.0,1996.0,Export,Morocco,12.0,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",World,World,29239296.0,31.17,-7.33,,,121996Morocco,World,World,95723120.0
1996.0,1996.0,Export,Morocco,13.0,"Lac, gums, resins, vegetable saps and extracts nes",World,World,36522440.0,31.17,-7.33,,,131996Morocco,World,World,4270258.0
1996.0,1996.0,Export,Morocco,14.0,"Vegetable plaiting materials, vegetable products nes",World,World,431073.0,31.17,-7.33,,,141996Morocco,World,World,413226.0
