yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2005,2005,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,2196,38.9597594,34.9249653,-16.85099460447687,133.4130365630627
2005,2005,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Central Asia,Asia,3410158,38.9597594,34.9249653,39.89317229901691,61.060280637304274
2005,2005,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,28422,38.9597594,34.9249653,37.977378106878206,73.97804075806764
2005,2005,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,8787127,38.9597594,34.9249653,51.67568633314729,27.673469819741847
2005,2005,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,385585,38.9597594,34.9249653,,
2005,2005,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,82208,38.9597594,34.9249653,17.925141963241547,-78.01492950057497
2005,2005,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,1019708,38.9597594,34.9249653,43.897683433510366,-100.08947125585888
2005,2005,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,497418,38.9597594,34.9249653,59.36075159783851,25.01346951967388
2005,2005,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,30011,38.9597594,34.9249653,10.528384761701911,103.08333472012376
2005,2005,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,3977140,38.9597594,34.9249653,25.499703063807168,75.5024015339642
2005,2005,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,3037962,38.9597594,34.9249653,40.12399607988535,20.742583178432696
2005,2005,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,183796,38.9597594,34.9249653,6.06272746187266,22.727528470146083
2005,2005,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,31659,38.9597594,34.9249653,,
2005,2005,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,527466,38.9597594,34.9249653,26.42921218083572,52.86847103284948
2005,2005,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,1497861,38.9597594,34.9249653,47.92172048214207,7.866753258497997
2005,2005,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,34606141,38.9597594,34.9249653,,
2005,2005,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Afghanistan, Afghanistan,157071,38.9597594,34.9249653,,
2005,2005,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Algeria, Algeria,1076082,38.9597594,34.9249653,,
2005,2005,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Azerbaijan, Azerbaijan,2180375,38.9597594,34.9249653,,
2005,2005,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Bahrain, Bahrain,442,38.9597594,34.9249653,,
2005,2005,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Cyprus, Cyprus,918039,38.9597594,34.9249653,,
2005,2005,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Georgia, Georgia,1546115,38.9597594,34.9249653,,
2005,2005,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Iraq, Iraq,1304397,38.9597594,34.9249653,,
2005,2005,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Israel, Israel,917313,38.9597594,34.9249653,,
2005,2005,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Jordan, Jordan,522466,38.9597594,34.9249653,,
2005,2005,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Kuwait, Kuwait,3282,38.9597594,34.9249653,,
2005,2005,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,421393,38.9597594,34.9249653,,
2005,2005,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Libya, Libya,73877,38.9597594,34.9249653,,
2005,2005,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Malta, Malta,4136,38.9597594,34.9249653,,
2005,2005,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Morocco, Morocco,38016,38.9597594,34.9249653,,
2005,2005,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Oman, Oman,14039,38.9597594,34.9249653,,
2005,2005,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Pakistan, Pakistan,53058,38.9597594,34.9249653,,
2005,2005,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Qatar, Qatar,1500,38.9597594,34.9249653,,
2005,2005,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,466996,38.9597594,34.9249653,,
2005,2005,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, State of Palestine, State of Palestine,840,38.9597594,34.9249653,,
2005,2005,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,263724,38.9597594,34.9249653,,
2005,2005,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Yemen, Yemen,2915,38.9597594,34.9249653,,
