yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2004,2004,Export,Algeria,11,Products of the milling industry; malt; starches; inulin,Northern Africa,Africa,1703276,28.0000272,2.9999825,19.569604022535763,12.47761721199581
2004,2004,Export,Algeria,11,Products of the milling industry; malt; starches; inulin,Northern America,Americas,4031,28.0000272,2.9999825,43.897683433510366,-100.08947125585888
2004,2004,Export,Algeria,11,Products of the milling industry; malt; starches; inulin,Southern Europe,Europe,2102,28.0000272,2.9999825,40.12399607988535,20.742583178432696
2004,2004,Export,Algeria,11,Products of the milling industry; malt; starches; inulin,Sub-Saharan Africa,Africa,17216,28.0000272,2.9999825,6.06272746187266,22.727528470146083
2004,2004,Export,Algeria,11,Products of the milling industry; malt; starches; inulin,World,World,1741832,28.0000272,2.9999825,,
