yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2006,2006,Export,Qatar,4,Dairy produce; birds eggs; natural honey;,Northern Africa,Africa,11260,25.3336984,51.2295295,19.569604022535763,12.47761721199581
2006,2006,Export,Qatar,4,Dairy produce; birds eggs; natural honey;,South-eastern Asia,Asia,60931,25.3336984,51.2295295,10.528384761701911,103.08333472012376
2006,2006,Export,Qatar,4,Dairy produce; birds eggs; natural honey;,Sub-Saharan Africa,Africa,26424,25.3336984,51.2295295,6.06272746187266,22.727528470146083
2006,2006,Export,Qatar,4,Dairy produce; birds eggs; natural honey;,Western Asia,Asia,45198,25.3336984,51.2295295,26.42921218083572,52.86847103284948
2006,2006,Export,Qatar,4,Dairy produce; birds eggs; natural honey;,World,World,610880,25.3336984,51.2295295,,
