yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2018,2018,Import,Comoros,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Sub-Saharan Africa,Africa,140985
2018,2018,Import,Comoros,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Europe,Europe,159
2018,2018,Import,Comoros,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,154335
