yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2009,2009,Import,Libya,96,Miscellaneous manufactured articles,Eastern Asia,Asia,5445964
2009,2009,Import,Libya,96,Miscellaneous manufactured articles,Eastern Europe,Europe,47094
2009,2009,Import,Libya,96,Miscellaneous manufactured articles,Latin America and the Caribbean,Americas,11521
2009,2009,Import,Libya,96,Miscellaneous manufactured articles,Northern Africa,Africa,626169
2009,2009,Import,Libya,96,Miscellaneous manufactured articles,Northern America,Americas,179876
2009,2009,Import,Libya,96,Miscellaneous manufactured articles,Northern Europe,Europe,37282
2009,2009,Import,Libya,96,Miscellaneous manufactured articles,South-eastern Asia,Asia,28994
2009,2009,Import,Libya,96,Miscellaneous manufactured articles,Southern Europe,Europe,181874
2009,2009,Import,Libya,96,Miscellaneous manufactured articles,Western Asia,Asia,498553
2009,2009,Import,Libya,96,Miscellaneous manufactured articles,Western Europe,Europe,254935
2009,2009,Import,Libya,96,Miscellaneous manufactured articles,World,World,8285015
