yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2018,2018,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,526804,24.0002488,53.9994829,-16.85099460447687,133.4130365630627
2018,2018,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,22233539,24.0002488,53.9994829,37.977378106878206,73.97804075806764
2018,2018,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,690581,24.0002488,53.9994829,51.67568633314729,27.673469819741847
2018,2018,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,184459,24.0002488,53.9994829,,
2018,2018,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,2097057,24.0002488,53.9994829,17.925141963241547,-78.01492950057497
2018,2018,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,21933154,24.0002488,53.9994829,43.897683433510366,-100.08947125585888
2018,2018,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,11957091,24.0002488,53.9994829,59.36075159783851,25.01346951967388
2018,2018,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,4382657,24.0002488,53.9994829,10.528384761701911,103.08333472012376
2018,2018,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,20811,24.0002488,53.9994829,25.499703063807168,75.5024015339642
2018,2018,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,7935593,24.0002488,53.9994829,40.12399607988535,20.742583178432696
2018,2018,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,553287,24.0002488,53.9994829,6.06272746187266,22.727528470146083
2018,2018,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,2626,24.0002488,53.9994829,,
2018,2018,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,1635370,24.0002488,53.9994829,26.42921218083572,52.86847103284948
2018,2018,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,30582958,24.0002488,53.9994829,47.92172048214207,7.866753258497997
2018,2018,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,147075986,24.0002488,53.9994829,,
2018,2018,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Jordan, Jordan,117214,24.0002488,53.9994829,,
2018,2018,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,14586,24.0002488,53.9994829,,
2018,2018,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Lebanon, Lebanon,23636,24.0002488,53.9994829,,
2018,2018,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Malta, Malta,34670,24.0002488,53.9994829,,
2018,2018,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Morocco, Morocco,5912,24.0002488,53.9994829,,
2018,2018,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Oman, Oman,3502,24.0002488,53.9994829,,
2018,2018,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Pakistan, Pakistan,328892,24.0002488,53.9994829,,
2018,2018,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,8087169,24.0002488,53.9994829,,
