yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2004,2004.0,Re-Export,Saudi Arabia,World,36.0,Explosives; pyrotechnic products; matches,159734.0,,25.6242618,42.3528328,-36.8535712,174.7456809
2004,2004.0,Re-Export,Saudi Arabia,Philippines,36.0,Explosives; pyrotechnic products; matches,27200.0,,25.6242618,42.3528328,12.7503486,122.7312101
2004,2004.0,Re-Export,Saudi Arabia,Fmr Sudan,36.0,Explosives; pyrotechnic products; matches,26933.0,,25.6242618,42.3528328,18.046398,34.41288
2004,2004.0,Re-Export,Saudi Arabia,United Arab Emirates,36.0,Explosives; pyrotechnic products; matches,27200.0,,25.6242618,42.3528328,24.0002488,53.9994829
2004,2004.0,Re-Export,Saudi Arabia,Yemen,36.0,Explosives; pyrotechnic products; matches,78400.0,,25.6242618,42.3528328,16.3471243,47.8915271
