rtTitle,Subregion,rgDesc,TradeValue
Djibouti,Bahrain,Import,220993
Djibouti,Cyprus,Import,9301
Djibouti,Georgia,Import,7527
Djibouti,Iraq,Export,59411
Djibouti,Iraq,Import,311107
Djibouti,Iraq,Re-Export,59411
Djibouti,Israel,Export,39453
Djibouti,Israel,Import,336902
Djibouti,Jordan,Export,5532
Djibouti,Jordan,Import,309539
Djibouti,Kuwait,Import,2102375
Djibouti,Lebanon,Export,194479
Djibouti,Lebanon,Import,686665
Djibouti,Lebanon,Re-Export,66205
Djibouti,Malta,Import,1078595
Djibouti,Mauritania,Import,535898
Djibouti,Morocco,Import,84331
Djibouti,Oman,Import,5917364
Djibouti,Pakistan,Export,15190274
Djibouti,Pakistan,Import,16703105
Djibouti,Pakistan,Re-Export,8291309
Djibouti,Qatar,Export,22882962
Djibouti,Saudi Arabia,Export,2855482
Djibouti,Saudi Arabia,Import,38230665
Djibouti,Saudi Arabia,Re-Export,188196
Djibouti,United Arab Emirates,Export,3583941
Djibouti,United Arab Emirates,Import,117274884
Djibouti,United Arab Emirates,Re-Export,1926827
Djibouti,Yemen,Export,12285034
Djibouti,Yemen,Import,20753142
Djibouti,Yemen,Re-Export,998602
