yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2005,2005,Import,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Australia and New Zealand,Oceania,83923186,24.0002488,53.9994829,-16.85099460447687,133.4130365630627
2005,2005,Import,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Central Asia,Asia,11074,24.0002488,53.9994829,39.89317229901691,61.060280637304274
2005,2005,Import,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Eastern Asia,Asia,911153,24.0002488,53.9994829,37.977378106878206,73.97804075806764
2005,2005,Import,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Eastern Europe,Europe,4238784,24.0002488,53.9994829,51.67568633314729,27.673469819741847
2005,2005,Import,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Egypt,Egypt,7221117,24.0002488,53.9994829,,
2005,2005,Import,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Latin America and the Caribbean,Americas,1181300,24.0002488,53.9994829,17.925141963241547,-78.01492950057497
2005,2005,Import,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,8459597,24.0002488,53.9994829,43.897683433510366,-100.08947125585888
2005,2005,Import,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,58386876,24.0002488,53.9994829,59.36075159783851,25.01346951967388
2005,2005,Import,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,South-eastern Asia,Asia,13005144,24.0002488,53.9994829,10.528384761701911,103.08333472012376
2005,2005,Import,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Southern Asia,Asia,988627,24.0002488,53.9994829,25.499703063807168,75.5024015339642
2005,2005,Import,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,2041378,24.0002488,53.9994829,40.12399607988535,20.742583178432696
2005,2005,Import,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Sub-Saharan Africa,Africa,62203,24.0002488,53.9994829,6.06272746187266,22.727528470146083
2005,2005,Import,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Western Asia,Asia,3463425,24.0002488,53.9994829,26.42921218083572,52.86847103284948
2005,2005,Import,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,123647404,24.0002488,53.9994829,47.92172048214207,7.866753258497997
2005,2005,Import,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,World,World,427329147,24.0002488,53.9994829,,
2005,2005,Import,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Armenia, Armenia,1737,24.0002488,53.9994829,,
2005,2005,Import,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Bahrain, Bahrain,8626,24.0002488,53.9994829,,
2005,2005,Import,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Cyprus, Cyprus,2894313,24.0002488,53.9994829,,
2005,2005,Import,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Jordan, Jordan,527997,24.0002488,53.9994829,,
2005,2005,Import,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Kuwait, Kuwait,1330211,24.0002488,53.9994829,,
2005,2005,Import,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Lebanon, Lebanon,29976,24.0002488,53.9994829,,
2005,2005,Import,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Morocco, Morocco,1740390,24.0002488,53.9994829,,
2005,2005,Import,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Oman, Oman,34040,24.0002488,53.9994829,,
2005,2005,Import,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Pakistan, Pakistan,758569,24.0002488,53.9994829,,
2005,2005,Import,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Qatar, Qatar,12853,24.0002488,53.9994829,,
2005,2005,Import,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Saudi Arabia, Saudi Arabia,78434875,24.0002488,53.9994829,,
2005,2005,Import,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,State of Palestine, State of Palestine,55486,24.0002488,53.9994829,,
2005,2005,Import,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Yemen, Yemen,1101184,24.0002488,53.9994829,,
