yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2009,2009,Re-Export,Jordan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,157784,31.1667049,36.941628,,
2009,2009,Re-Export,Jordan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Iraq, Iraq,75463,31.1667049,36.941628,,
2009,2009,Re-Export,Jordan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Oman, Oman,18462,31.1667049,36.941628,,
2009,2009,Re-Export,Jordan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Saudi Arabia, Saudi Arabia,17184,31.1667049,36.941628,,
