yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2019,2019,Export,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Europe,Europe,10259,40.7696272,44.6736646,51.67568633314729,27.673469819741847
2019,2019,Export,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Asia,Asia,526176,40.7696272,44.6736646,25.499703063807168,75.5024015339642
2019,2019,Export,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,600780,40.7696272,44.6736646,,
2019,2019,Export,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Georgia, Georgia,64344,40.7696272,44.6736646,,
