,rtTitle,ptTitle,rgDesc,TradeValue
0,Malta,Afghanistan,Import,712.0
1,Malta,Algeria,Export,20512789.0
2,Malta,Algeria,Import,2378754.0
3,Malta,Armenia,Export,2009.0
4,Malta,Armenia,Import,182974.0
5,Malta,Azerbaijan,Export,413.0
6,Malta,Azerbaijan,Import,9193.0
7,Malta,Bahrain,Export,1644598.0
8,Malta,Bahrain,Import,260715.0
9,Malta,Cyprus,Export,8862515.0
10,Malta,Cyprus,Import,7985352.0
11,Malta,Djibouti,Export,7283220.0
12,Malta,Georgia,Export,153216.0
13,Malta,Georgia,Import,933.0
14,Malta,Iraq,Export,1855076.0
15,Malta,Iraq,Import,19243934.0
16,Malta,Israel,Export,2329663.0
17,Malta,Israel,Import,141109821.0
18,Malta,Jordan,Export,3086293.0
19,Malta,Jordan,Import,218573.0
20,Malta,Kuwait,Export,5865276.0
21,Malta,Kuwait,Import,7965.0
22,Malta,Lebanon,Export,313000.0
23,Malta,Lebanon,Import,3868346.0
24,Malta,Libya,Export,251966583.0
25,Malta,Libya,Import,34869798.0
26,Malta,Mauritania,Export,223118.0
27,Malta,Morocco,Export,9968506.0
28,Malta,Morocco,Import,17325472.0
29,Malta,Oman,Export,8071854.0
30,Malta,Oman,Import,719970.0
31,Malta,Pakistan,Export,416934.0
32,Malta,Pakistan,Import,3136886.0
33,Malta,Qatar,Export,5583980.0
34,Malta,Qatar,Import,10118876.0
35,Malta,Saudi Arabia,Export,21409225.0
36,Malta,Saudi Arabia,Import,52808246.0
37,Malta,State of Palestine,Export,31180.0
38,Malta,State of Palestine,Import,14508.0
39,Malta,Syria,Export,19764.0
40,Malta,Syria,Import,15908.0
41,Malta,Turkey,Export,35410942.0
42,Malta,Turkey,Import,221340827.0
43,Malta,United Arab Emirates,Export,18459482.0
44,Malta,United Arab Emirates,Import,59764762.0
45,Malta,World,Export,3702859954.0
46,Malta,World,Import,7137898074.0
47,Malta,Yemen,Export,3879965.0
