yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2006,2006,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,44,30.3308401,71.247499,,
2006,2006,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,755983,30.3308401,71.247499,43.897683433510366,-100.08947125585888
2006,2006,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,1392329,30.3308401,71.247499,59.36075159783851,25.01346951967388
2006,2006,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,1405116,30.3308401,71.247499,10.528384761701911,103.08333472012376
2006,2006,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,507293,30.3308401,71.247499,25.499703063807168,75.5024015339642
2006,2006,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,33450,30.3308401,71.247499,40.12399607988535,20.742583178432696
2006,2006,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,108587,30.3308401,71.247499,6.06272746187266,22.727528470146083
2006,2006,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,1608623,30.3308401,71.247499,26.42921218083572,52.86847103284948
2006,2006,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,591993,30.3308401,71.247499,47.92172048214207,7.866753258497997
2006,2006,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,6735890,30.3308401,71.247499,,
2006,2006,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes, Afghanistan, Afghanistan,1692,30.3308401,71.247499,,
2006,2006,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes, Bahrain, Bahrain,89734,30.3308401,71.247499,,
2006,2006,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,55715,30.3308401,71.247499,,
2006,2006,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,123240,30.3308401,71.247499,,
2006,2006,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes, Yemen, Yemen,61845,30.3308401,71.247499,,
