yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2004,2004,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,21763,26.1551249,50.5344606,,
2004,2004,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Qatar, Qatar,2566,26.1551249,50.5344606,,
2004,2004,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,6737,26.1551249,50.5344606,,
2004,2004,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,12460,26.1551249,50.5344606,,
