yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2018,2018,Export,Afghanistan,35,Albuminoidal substances; modified starches; glues; enzymes,Central Asia,Asia,57,33.7680065,66.2385139,39.89317229901691,61.060280637304274
2018,2018,Export,Afghanistan,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,81954,33.7680065,66.2385139,25.499703063807168,75.5024015339642
2018,2018,Export,Afghanistan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,222975,33.7680065,66.2385139,,
2018,2018,Export,Afghanistan,35,Albuminoidal substances; modified starches; glues; enzymes,Pakistan, Pakistan,136887,33.7680065,66.2385139,,
