yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2020,2020,Re-Export,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,10881,29.2733964,47.4979476,47.92172048214207,7.866753258497997
2020,2020,Re-Export,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,308955,29.2733964,47.4979476,,
2020,2020,Re-Export,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Iraq, Iraq,254001,29.2733964,47.4979476,,
2020,2020,Re-Export,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Jordan, Jordan,4075,29.2733964,47.4979476,,
2020,2020,Re-Export,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Oman, Oman,18356,29.2733964,47.4979476,,
2020,2020,Re-Export,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Qatar, Qatar,471,29.2733964,47.4979476,,
2020,2020,Re-Export,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,2223,29.2733964,47.4979476,,
2020,2020,Re-Export,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,18948,29.2733964,47.4979476,,
