yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2007,2007,Re-Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,11280,21.0000287,57.0036901,43.897683433510366,-100.08947125585888
2007,2007,Re-Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,25449,21.0000287,57.0036901,25.499703063807168,75.5024015339642
2007,2007,Re-Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,39017,21.0000287,57.0036901,,
2007,2007,Re-Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,2289,21.0000287,57.0036901,,
