yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2016,2016,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,279027,26.1551249,50.5344606,-16.85099460447687,133.4130365630627
2016,2016,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,1198722,26.1551249,50.5344606,37.977378106878206,73.97804075806764
2016,2016,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,30725,26.1551249,50.5344606,51.67568633314729,27.673469819741847
2016,2016,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,916833,26.1551249,50.5344606,,
2016,2016,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,1510,26.1551249,50.5344606,17.925141963241547,-78.01492950057497
2016,2016,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,717231,26.1551249,50.5344606,43.897683433510366,-100.08947125585888
2016,2016,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,2029693,26.1551249,50.5344606,59.36075159783851,25.01346951967388
2016,2016,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Polynesia,Oceania,5280,26.1551249,50.5344606,-5.109184731250752,167.40343615892436
2016,2016,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,203404,26.1551249,50.5344606,10.528384761701911,103.08333472012376
2016,2016,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,9463,26.1551249,50.5344606,25.499703063807168,75.5024015339642
2016,2016,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,219026,26.1551249,50.5344606,40.12399607988535,20.742583178432696
2016,2016,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,132982,26.1551249,50.5344606,26.42921218083572,52.86847103284948
2016,2016,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,1531952,26.1551249,50.5344606,47.92172048214207,7.866753258497997
2016,2016,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,11317702,26.1551249,50.5344606,,
2016,2016,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Jordan, Jordan,42638,26.1551249,50.5344606,,
2016,2016,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,54662,26.1551249,50.5344606,,
2016,2016,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Malta, Malta,8421,26.1551249,50.5344606,,
2016,2016,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Pakistan, Pakistan,1651,26.1551249,50.5344606,,
2016,2016,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,2170461,26.1551249,50.5344606,,
2016,2016,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,395938,26.1551249,50.5344606,,
