yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2004,2004,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,2000,33.87,35.84,-16.85099460447687,133.4130365630627
2004,2004,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,1000,33.87,35.84,51.67568633314729,27.673469819741847
2004,2004,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,2000,33.87,35.84,43.897683433510366,-100.08947125585888
2004,2004,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,108000,33.87,35.84,6.06272746187266,22.727528470146083
2004,2004,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,2000,33.87,35.84,26.42921218083572,52.86847103284948
2004,2004,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,2000,33.87,35.84,47.92172048214207,7.866753258497997
2004,2004,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,512000,33.87,35.84,,
2004,2004,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Bahrain, Bahrain,1000,33.87,35.84,,
2004,2004,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Cyprus, Cyprus,10000,33.87,35.84,,
2004,2004,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Iraq, Iraq,9000,33.87,35.84,,
2004,2004,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Jordan, Jordan,44000,33.87,35.84,,
2004,2004,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,4000,33.87,35.84,,
2004,2004,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Qatar, Qatar,4000,33.87,35.84,,
2004,2004,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,270000,33.87,35.84,,
2004,2004,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,3000,33.87,35.84,,
