yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2011,2011,Export,Israel,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern America,Americas,11000,30.8124247,34.8594762,43.897683433510366,-100.08947125585888
2011,2011,Export,Israel,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Europe,Europe,14000,30.8124247,34.8594762,40.12399607988535,20.742583178432696
2011,2011,Export,Israel,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Asia,Asia,14000,30.8124247,34.8594762,26.42921218083572,52.86847103284948
2011,2011,Export,Israel,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,119000,30.8124247,34.8594762,,
2011,2011,Export,Israel,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Azerbaijan, Azerbaijan,80000,30.8124247,34.8594762,,
