yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2005,2005,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,38383,31.1728205,-7.3362482,,
2005,2005,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,51,31.1728205,-7.3362482,43.897683433510366,-100.08947125585888
2005,2005,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,9206,31.1728205,-7.3362482,40.12399607988535,20.742583178432696
2005,2005,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,132962,31.1728205,-7.3362482,6.06272746187266,22.727528470146083
2005,2005,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,134376,31.1728205,-7.3362482,,
2005,2005,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,159,31.1728205,-7.3362482,26.42921218083572,52.86847103284948
2005,2005,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,174840,31.1728205,-7.3362482,47.92172048214207,7.866753258497997
2005,2005,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,644772,31.1728205,-7.3362482,,
2005,2005,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes, Algeria, Algeria,24343,31.1728205,-7.3362482,,
2005,2005,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes, Jordan, Jordan,30504,31.1728205,-7.3362482,,
2005,2005,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes, Libya, Libya,83290,31.1728205,-7.3362482,,
2005,2005,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes, Mauritania, Mauritania,16656,31.1728205,-7.3362482,,
