yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2021,2021,Export,Georgia,39,Plastics and articles thereof,Central Asia,Asia,257889
2021,2021,Export,Georgia,39,Plastics and articles thereof,Eastern Asia,Asia,1599937
2021,2021,Export,Georgia,39,Plastics and articles thereof,Eastern Europe,Europe,13464762
2021,2021,Export,Georgia,39,Plastics and articles thereof,Latin America and the Caribbean,Americas,2573093
2021,2021,Export,Georgia,39,Plastics and articles thereof,Northern Africa,Africa,301
2021,2021,Export,Georgia,39,Plastics and articles thereof,Northern America,Americas,1357339
2021,2021,Export,Georgia,39,Plastics and articles thereof,Northern Europe,Europe,5898
2021,2021,Export,Georgia,39,Plastics and articles thereof,South-eastern Asia,Asia,106726
2021,2021,Export,Georgia,39,Plastics and articles thereof,Southern Asia,Asia,30847
2021,2021,Export,Georgia,39,Plastics and articles thereof,Southern Europe,Europe,328665
2021,2021,Export,Georgia,39,Plastics and articles thereof,Sub-Saharan Africa,Africa,132252
2021,2021,Export,Georgia,39,Plastics and articles thereof,Western Asia,Asia,4384102
2021,2021,Export,Georgia,39,Plastics and articles thereof,Western Europe,Europe,351022
2021,2021,Export,Georgia,39,Plastics and articles thereof,World,World,44653469
