yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2007,2007,Import,Malta,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern America,Americas,6880,35.8885993,14.4476911,43.897683433510366,-100.08947125585888
2007,2007,Import,Malta,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern Europe,Europe,1901005,35.8885993,14.4476911,59.36075159783851,25.01346951967388
2007,2007,Import,Malta,11,Products of the milling industry; malt; starches; inulin; wheat gluten,South-eastern Asia,Asia,293,35.8885993,14.4476911,10.528384761701911,103.08333472012376
2007,2007,Import,Malta,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Southern Europe,Europe,2420685,35.8885993,14.4476911,40.12399607988535,20.742583178432696
2007,2007,Import,Malta,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Asia,Asia,511,35.8885993,14.4476911,26.42921218083572,52.86847103284948
2007,2007,Import,Malta,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Europe,Europe,1199004,35.8885993,14.4476911,47.92172048214207,7.866753258497997
2007,2007,Import,Malta,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,6324297,35.8885993,14.4476911,,
