yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2003,2003,Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,95174,40.7696272,44.6736646,51.67568633314729,27.673469819741847
2003,2003,Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,122,40.7696272,44.6736646,43.897683433510366,-100.08947125585888
2003,2003,Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,20,40.7696272,44.6736646,59.36075159783851,25.01346951967388
2003,2003,Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,128447,40.7696272,44.6736646,,
