yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2016,2016,Export,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,16022,35.8885993,14.4476911,51.67568633314729,27.673469819741847
2016,2016,Export,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,2048,35.8885993,14.4476911,,
2016,2016,Export,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,50,35.8885993,14.4476911,43.897683433510366,-100.08947125585888
2016,2016,Export,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,892,35.8885993,14.4476911,10.528384761701911,103.08333472012376
2016,2016,Export,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,16981,35.8885993,14.4476911,40.12399607988535,20.742583178432696
2016,2016,Export,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,1083,35.8885993,14.4476911,47.92172048214207,7.866753258497997
2016,2016,Export,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,42062,35.8885993,14.4476911,,
2016,2016,Export,Malta,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,125,35.8885993,14.4476911,,
2016,2016,Export,Malta,35,Albuminoidal substances; modified starches; glues; enzymes, Libya, Libya,4855,35.8885993,14.4476911,,
