yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2007,2007,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Australia and New Zealand,Oceania,62126260,21.0000287,57.0036901,-16.85099460447687,133.4130365630627
2007,2007,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Eastern Asia,Asia,1194585,21.0000287,57.0036901,37.977378106878206,73.97804075806764
2007,2007,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Eastern Europe,Europe,1357050,21.0000287,57.0036901,51.67568633314729,27.673469819741847
2007,2007,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Egypt,Egypt,10651208,21.0000287,57.0036901,,
2007,2007,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Latin America and the Caribbean,Americas,4219836,21.0000287,57.0036901,17.925141963241547,-78.01492950057497
2007,2007,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,1543251,21.0000287,57.0036901,43.897683433510366,-100.08947125585888
2007,2007,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,55260632,21.0000287,57.0036901,59.36075159783851,25.01346951967388
2007,2007,Import,Oman,4,Dairy produce; birds eggs; natural honey;,South-eastern Asia,Asia,7953537,21.0000287,57.0036901,10.528384761701911,103.08333472012376
2007,2007,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Southern Asia,Asia,481,21.0000287,57.0036901,25.499703063807168,75.5024015339642
2007,2007,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,273478,21.0000287,57.0036901,40.12399607988535,20.742583178432696
2007,2007,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Sub-Saharan Africa,Africa,41428,21.0000287,57.0036901,6.06272746187266,22.727528470146083
2007,2007,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Tunisia,Tunisia,9860,21.0000287,57.0036901,,
2007,2007,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Western Asia,Asia,1557846,21.0000287,57.0036901,26.42921218083572,52.86847103284948
2007,2007,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,30062348,21.0000287,57.0036901,47.92172048214207,7.866753258497997
2007,2007,Import,Oman,4,Dairy produce; birds eggs; natural honey;,World,World,278787031,21.0000287,57.0036901,,
2007,2007,Import,Oman,4,Dairy produce; birds eggs; natural honey;, Cyprus, Cyprus,86544,21.0000287,57.0036901,,
2007,2007,Import,Oman,4,Dairy produce; birds eggs; natural honey;, Jordan, Jordan,1603412,21.0000287,57.0036901,,
2007,2007,Import,Oman,4,Dairy produce; birds eggs; natural honey;, Kuwait, Kuwait,18723,21.0000287,57.0036901,,
2007,2007,Import,Oman,4,Dairy produce; birds eggs; natural honey;, Lebanon, Lebanon,63672,21.0000287,57.0036901,,
2007,2007,Import,Oman,4,Dairy produce; birds eggs; natural honey;, Morocco, Morocco,11438933,21.0000287,57.0036901,,
2007,2007,Import,Oman,4,Dairy produce; birds eggs; natural honey;, Pakistan, Pakistan,1675,21.0000287,57.0036901,,
2007,2007,Import,Oman,4,Dairy produce; birds eggs; natural honey;, Qatar, Qatar,1560,21.0000287,57.0036901,,
2007,2007,Import,Oman,4,Dairy produce; birds eggs; natural honey;, Saudi Arabia, Saudi Arabia,26762962,21.0000287,57.0036901,,
2007,2007,Import,Oman,4,Dairy produce; birds eggs; natural honey;, United Arab Emirates, United Arab Emirates,45233452,21.0000287,57.0036901,,
2007,2007,Import,Oman,4,Dairy produce; birds eggs; natural honey;, Yemen, Yemen,455922,21.0000287,57.0036901,,
