yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2019,2019.0,Export,Armenia,World,47.0,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,156689.0,,40.7696272,44.6736646,-36.8535712,174.7456809
2019,2019.0,Export,Armenia,Georgia,47.0,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,4673.0,,40.7696272,44.6736646,32.3293809,-83.1137366
2019,2019.0,Export,Armenia,Iran,47.0,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,151945.0,,40.7696272,44.6736646,32.6475314,54.5643516
2019,2019.0,Export,Armenia,Russian Federation,47.0,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,71.0,,40.7696272,44.6736646,64.6863136,97.7453061
