yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2008,2008,Re-Export,Cyprus,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern Europe,Europe,7,34.9823018,33.1451285,59.36075159783851,25.01346951967388
2008,2008,Re-Export,Cyprus,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Southern Europe,Europe,4156,34.9823018,33.1451285,40.12399607988535,20.742583178432696
2008,2008,Re-Export,Cyprus,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,104451,34.9823018,33.1451285,,
2008,2008,Re-Export,Cyprus,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Bahrain, Bahrain,19228,34.9823018,33.1451285,,
2008,2008,Re-Export,Cyprus,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Jordan, Jordan,19362,34.9823018,33.1451285,,
2008,2008,Re-Export,Cyprus,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Kuwait, Kuwait,61697,34.9823018,33.1451285,,
