yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2015,2015,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,137196,21.0000287,57.0036901,-16.85099460447687,133.4130365630627
2015,2015,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,2141817,21.0000287,57.0036901,37.977378106878206,73.97804075806764
2015,2015,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,149963,21.0000287,57.0036901,51.67568633314729,27.673469819741847
2015,2015,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,37648,21.0000287,57.0036901,,
2015,2015,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,213894,21.0000287,57.0036901,17.925141963241547,-78.01492950057497
2015,2015,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,7794963,21.0000287,57.0036901,43.897683433510366,-100.08947125585888
2015,2015,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,1515457,21.0000287,57.0036901,59.36075159783851,25.01346951967388
2015,2015,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,851943,21.0000287,57.0036901,10.528384761701911,103.08333472012376
2015,2015,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,7760,21.0000287,57.0036901,25.499703063807168,75.5024015339642
2015,2015,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,1370713,21.0000287,57.0036901,40.12399607988535,20.742583178432696
2015,2015,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,47594,21.0000287,57.0036901,6.06272746187266,22.727528470146083
2015,2015,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,96590,21.0000287,57.0036901,26.42921218083572,52.86847103284948
2015,2015,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,2402324,21.0000287,57.0036901,47.92172048214207,7.866753258497997
2015,2015,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,31828790,21.0000287,57.0036901,,
2015,2015,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes, Bahrain, Bahrain,26,21.0000287,57.0036901,,
2015,2015,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes, Jordan, Jordan,9102,21.0000287,57.0036901,,
2015,2015,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,1963,21.0000287,57.0036901,,
2015,2015,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes, Pakistan, Pakistan,15846,21.0000287,57.0036901,,
2015,2015,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes, Qatar, Qatar,8122,21.0000287,57.0036901,,
2015,2015,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,899708,21.0000287,57.0036901,,
2015,2015,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,6752184,21.0000287,57.0036901,,
