yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2021,2021,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,60,40.7696272,44.6736646,-16.85099460447687,133.4130365630627
2021,2021,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Central Asia,Asia,55000,40.7696272,44.6736646,39.89317229901691,61.060280637304274
2021,2021,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,2054584,40.7696272,44.6736646,37.977378106878206,73.97804075806764
2021,2021,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,1728328,40.7696272,44.6736646,51.67568633314729,27.673469819741847
2021,2021,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,16674,40.7696272,44.6736646,17.925141963241547,-78.01492950057497
2021,2021,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Africa,Africa,22809,40.7696272,44.6736646,19.569604022535763,12.47761721199581
2021,2021,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,55865,40.7696272,44.6736646,43.897683433510366,-100.08947125585888
2021,2021,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,410358,40.7696272,44.6736646,59.36075159783851,25.01346951967388
2021,2021,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,4394,40.7696272,44.6736646,10.528384761701911,103.08333472012376
2021,2021,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,526103,40.7696272,44.6736646,25.499703063807168,75.5024015339642
2021,2021,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,1002148,40.7696272,44.6736646,40.12399607988535,20.742583178432696
2021,2021,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,11,40.7696272,44.6736646,6.06272746187266,22.727528470146083
2021,2021,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,432956,40.7696272,44.6736646,26.42921218083572,52.86847103284948
2021,2021,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,1683147,40.7696272,44.6736646,47.92172048214207,7.866753258497997
2021,2021,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,9166181,40.7696272,44.6736646,,
