rtTitle,Subregion,rgDesc,TradeValue
Oman,Algeria,Export,1040
Oman,Algeria,Import,47664
Oman,Bahrain,Export,8154912
Oman,Bahrain,Import,19322376
Oman,Comoros,Export,5071
Oman,Cyprus,Export,150103
Oman,Cyprus,Import,2424311
Oman,Djibouti,Export,3900
Oman,Jordan,Export,339986
Oman,Jordan,Import,2057575
Oman,Kuwait,Export,12594734
Oman,Kuwait,Import,831888
Oman,Lebanon,Export,438463
Oman,Lebanon,Import,579413
Oman,Libya,Export,652945
Oman,Malta,Export,74205
Oman,Malta,Import,1287327
Oman,Morocco,Export,48817
Oman,Morocco,Import,166445
Oman,Pakistan,Export,1725219
Oman,Pakistan,Import,31486501
Oman,Qatar,Export,5514278
Oman,Qatar,Import,13701325
Oman,Saudi Arabia,Export,22242133
Oman,Saudi Arabia,Import,78856987
Oman,United Arab Emirates,Export,311835318
Oman,United Arab Emirates,Import,802542039
Oman,World,Export,4863805685
Oman,World,Import,3173654035
Oman,Yemen,Export,1918603
Oman,Yemen,Import,864273
