yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2021,2021,Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,18862,25.3336984,51.2295295,37.977378106878206,73.97804075806764
2021,2021,Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,150883,25.3336984,51.2295295,,
2021,2021,Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes, Oman, Oman,17549,25.3336984,51.2295295,,
2021,2021,Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,30839,25.3336984,51.2295295,,
