yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2016,2016.0,Re-Export,Armenia,World,64.0,Footwear; gaiters and the like; parts of such articles,214554.0,,40.7696272,44.6736646,-36.8535712,174.7456809
2016,2016.0,Re-Export,Armenia,Georgia,64.0,Footwear; gaiters and the like; parts of such articles,770.0,,40.7696272,44.6736646,32.3293809,-83.1137366
2016,2016.0,Re-Export,Armenia,Germany,64.0,Footwear; gaiters and the like; parts of such articles,15609.0,,40.7696272,44.6736646,51.1638175,10.4478313
2016,2016.0,Re-Export,Armenia,Hungary,64.0,Footwear; gaiters and the like; parts of such articles,198175.0,,40.7696272,44.6736646,47.1817585,19.5060937
