yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2008,2008,Export,Cyprus,91,Clocks and watches and parts thereof,Australia and New Zealand,Oceania,3228
2008,2008,Export,Cyprus,91,Clocks and watches and parts thereof,Eastern Asia,Asia,54590
2008,2008,Export,Cyprus,91,Clocks and watches and parts thereof,Eastern Europe,Europe,134341
2008,2008,Export,Cyprus,91,Clocks and watches and parts thereof,Northern Africa,Africa,72570
2008,2008,Export,Cyprus,91,Clocks and watches and parts thereof,Northern America,Americas,15888
2008,2008,Export,Cyprus,91,Clocks and watches and parts thereof,Northern Europe,Europe,1253510
2008,2008,Export,Cyprus,91,Clocks and watches and parts thereof,South-eastern Asia,Asia,98749
2008,2008,Export,Cyprus,91,Clocks and watches and parts thereof,Southern Europe,Europe,1001066
2008,2008,Export,Cyprus,91,Clocks and watches and parts thereof,Sub-Saharan Africa,Africa,57
2008,2008,Export,Cyprus,91,Clocks and watches and parts thereof,Western Asia,Asia,3172
2008,2008,Export,Cyprus,91,Clocks and watches and parts thereof,Western Europe,Europe,143488
2008,2008,Export,Cyprus,91,Clocks and watches and parts thereof,World,World,4529292
