yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2016,2016,Import,Comoros,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Asia,Asia,224,-12.2045176,44.2832964,37.977378106878206,73.97804075806764
2016,2016,Import,Comoros,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Sub-Saharan Africa,Africa,119046,-12.2045176,44.2832964,6.06272746187266,22.727528470146083
2016,2016,Import,Comoros,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Europe,Europe,298,-12.2045176,44.2832964,47.92172048214207,7.866753258497997
2016,2016,Import,Comoros,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,161349,-12.2045176,44.2832964,,
