yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2018,2018,Export,Kuwait,World,9,"Coffee, tea, mate and spices",14596035,,,-36.8535712,174.7456809
2018,2018,Export,Kuwait,Afghanistan,9,"Coffee, tea, mate and spices",1626,,,33.7680065,66.2385139
2018,2018,Export,Kuwait,Bahrain,9,"Coffee, tea, mate and spices",112903,,,26.1551249,50.5344606
2018,2018,Export,Kuwait,China,9,"Coffee, tea, mate and spices",32773,,,35.000074,104.999927
2018,2018,Export,Kuwait,Iran,9,"Coffee, tea, mate and spices",1850358,,,32.6475314,54.5643516
2018,2018,Export,Kuwait,Iraq,9,"Coffee, tea, mate and spices",158333,,,33.0955793,44.1749775
2018,2018,Export,Kuwait,Italy,9,"Coffee, tea, mate and spices",111602,,,42.6384261,12.674297
2018,2018,Export,Kuwait,Jordan,9,"Coffee, tea, mate and spices",2243673,,,31.1667049,36.941628
2018,2018,Export,Kuwait,Libya,9,"Coffee, tea, mate and spices",1337,,,26.8234472,18.1236723
2018,2018,Export,Kuwait,Oman,9,"Coffee, tea, mate and spices",202171,,,21.0000287,57.0036901
2018,2018,Export,Kuwait,Qatar,9,"Coffee, tea, mate and spices",2232158,,,25.3336984,51.2295295
2018,2018,Export,Kuwait,Saudi Arabia,9,"Coffee, tea, mate and spices",6478187,,,25.6242618,42.3528328
2018,2018,Export,Kuwait,Spain,9,"Coffee, tea, mate and spices",37693,,,39.3260685,-4.8379791
2018,2018,Export,Kuwait,United Arab Emirates,9,"Coffee, tea, mate and spices",1053717,,,24.0002488,53.9994829
2018,2018,Export,Kuwait,Egypt,9,"Coffee, tea, mate and spices",79504,,,26.2540493,29.2675469
