yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2013,2013,Re-Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,54,40.7696272,44.6736646,51.67568633314729,27.673469819741847
2013,2013,Re-Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,333,40.7696272,44.6736646,47.92172048214207,7.866753258497997
2013,2013,Re-Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,3254,40.7696272,44.6736646,,
2013,2013,Re-Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes, Georgia, Georgia,2866,40.7696272,44.6736646,,
