yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2017,2017,Import,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials,Central Asia,Asia,194543,33.7680065,66.2385139,39.89317229901691,61.060280637304274
2017,2017,Import,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,225767,33.7680065,66.2385139,37.977378106878206,73.97804075806764
2017,2017,Import,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials,Eastern Europe,Europe,1263,33.7680065,66.2385139,51.67568633314729,27.673469819741847
2017,2017,Import,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials,Northern America,Americas,867,33.7680065,66.2385139,43.897683433510366,-100.08947125585888
2017,2017,Import,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials,Southern Asia,Asia,4634934,33.7680065,66.2385139,25.499703063807168,75.5024015339642
2017,2017,Import,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials,Western Asia,Asia,31794,33.7680065,66.2385139,26.42921218083572,52.86847103284948
2017,2017,Import,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials,World,World,7898259,33.7680065,66.2385139,,
2017,2017,Import,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials,Pakistan, Pakistan,2720556,33.7680065,66.2385139,,
2017,2017,Import,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials,United Arab Emirates, United Arab Emirates,39068,33.7680065,66.2385139,,
