yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2007,2007,Export,Pakistan,11,Products of the milling industry; malt; starches; inulin,Australia and New Zealand,Oceania,477106,30.3308401,71.247499,-16.85099460447687,133.4130365630627
2007,2007,Export,Pakistan,11,Products of the milling industry; malt; starches; inulin,Eastern Asia,Asia,20164,30.3308401,71.247499,37.977378106878206,73.97804075806764
2007,2007,Export,Pakistan,11,Products of the milling industry; malt; starches; inulin,Latin America and the Caribbean,Americas,254279,30.3308401,71.247499,17.925141963241547,-78.01492950057497
2007,2007,Export,Pakistan,11,Products of the milling industry; malt; starches; inulin,Northern America,Americas,2218036,30.3308401,71.247499,43.897683433510366,-100.08947125585888
2007,2007,Export,Pakistan,11,Products of the milling industry; malt; starches; inulin,Northern Europe,Europe,229677,30.3308401,71.247499,59.36075159783851,25.01346951967388
2007,2007,Export,Pakistan,11,Products of the milling industry; malt; starches; inulin,South-eastern Asia,Asia,97062,30.3308401,71.247499,10.528384761701911,103.08333472012376
2007,2007,Export,Pakistan,11,Products of the milling industry; malt; starches; inulin,Southern Asia,Asia,2267610,30.3308401,71.247499,25.499703063807168,75.5024015339642
2007,2007,Export,Pakistan,11,Products of the milling industry; malt; starches; inulin,Southern Europe,Europe,56606,30.3308401,71.247499,40.12399607988535,20.742583178432696
2007,2007,Export,Pakistan,11,Products of the milling industry; malt; starches; inulin,Sub-Saharan Africa,Africa,2589964,30.3308401,71.247499,6.06272746187266,22.727528470146083
2007,2007,Export,Pakistan,11,Products of the milling industry; malt; starches; inulin,Western Europe,Europe,520808,30.3308401,71.247499,47.92172048214207,7.866753258497997
2007,2007,Export,Pakistan,11,Products of the milling industry; malt; starches; inulin,World,World,110221058,30.3308401,71.247499,,
2007,2007,Export,Pakistan,11,Products of the milling industry; malt; starches; inulin, Afghanistan, Afghanistan,94053623,30.3308401,71.247499,,
2007,2007,Export,Pakistan,11,Products of the milling industry; malt; starches; inulin, Bahrain, Bahrain,278068,30.3308401,71.247499,,
2007,2007,Export,Pakistan,11,Products of the milling industry; malt; starches; inulin, Cyprus, Cyprus,250,30.3308401,71.247499,,
2007,2007,Export,Pakistan,11,Products of the milling industry; malt; starches; inulin, Djibouti, Djibouti,27917,30.3308401,71.247499,,
2007,2007,Export,Pakistan,11,Products of the milling industry; malt; starches; inulin, Iraq, Iraq,25552,30.3308401,71.247499,,
2007,2007,Export,Pakistan,11,Products of the milling industry; malt; starches; inulin, Kuwait, Kuwait,12120,30.3308401,71.247499,,
2007,2007,Export,Pakistan,11,Products of the milling industry; malt; starches; inulin, Oman, Oman,203676,30.3308401,71.247499,,
2007,2007,Export,Pakistan,11,Products of the milling industry; malt; starches; inulin, Saudi Arabia, Saudi Arabia,22139,30.3308401,71.247499,,
2007,2007,Export,Pakistan,11,Products of the milling industry; malt; starches; inulin, United Arab Emirates, United Arab Emirates,4702789,30.3308401,71.247499,,
2007,2007,Export,Pakistan,11,Products of the milling industry; malt; starches; inulin, Yemen, Yemen,2162442,30.3308401,71.247499,,
