yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2010,2010,Re-Export,Oman,25,Salt; sulfur; earths and stone; plastering materials,Eastern Europe,Europe,20226,21.0000287,57.0036901,51.67568633314729,27.673469819741847
2010,2010,Re-Export,Oman,25,Salt; sulfur; earths and stone; plastering materials,South-eastern Asia,Asia,2983,21.0000287,57.0036901,10.528384761701911,103.08333472012376
2010,2010,Re-Export,Oman,25,Salt; sulfur; earths and stone; plastering materials,Sub-Saharan Africa,Africa,27095,21.0000287,57.0036901,6.06272746187266,22.727528470146083
2010,2010,Re-Export,Oman,25,Salt; sulfur; earths and stone; plastering materials,World,World,516214,21.0000287,57.0036901,,
