yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
1999,1999,Import,Jordan,24,Tobacco and manufactured tobacco substitutes,Australia and New Zealand,Oceania,5863
1999,1999,Import,Jordan,24,Tobacco and manufactured tobacco substitutes,Eastern Asia,Asia,6394
1999,1999,Import,Jordan,24,Tobacco and manufactured tobacco substitutes,Latin America and the Caribbean,Americas,661282
1999,1999,Import,Jordan,24,Tobacco and manufactured tobacco substitutes,Northern Africa,Africa,912843
1999,1999,Import,Jordan,24,Tobacco and manufactured tobacco substitutes,Northern America,Americas,17936296
1999,1999,Import,Jordan,24,Tobacco and manufactured tobacco substitutes,Northern Europe,Europe,2330658
1999,1999,Import,Jordan,24,Tobacco and manufactured tobacco substitutes,South-eastern Asia,Asia,20607
1999,1999,Import,Jordan,24,Tobacco and manufactured tobacco substitutes,Southern Europe,Europe,7559
1999,1999,Import,Jordan,24,Tobacco and manufactured tobacco substitutes,Sub-Saharan Africa,Africa,4152491
1999,1999,Import,Jordan,24,Tobacco and manufactured tobacco substitutes,Western Asia,Asia,1584256
1999,1999,Import,Jordan,24,Tobacco and manufactured tobacco substitutes,Western Europe,Europe,3303496
1999,1999,Import,Jordan,24,Tobacco and manufactured tobacco substitutes,World,World,31492324
