yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2005,2005,Export,Jordan,4,Dairy produce; birds eggs; natural honey;,Australia and New Zealand,Oceania,641733,31.1667049,36.941628,-16.85099460447687,133.4130365630627
2005,2005,Export,Jordan,4,Dairy produce; birds eggs; natural honey;,Eastern Europe,Europe,203463,31.1667049,36.941628,51.67568633314729,27.673469819741847
2005,2005,Export,Jordan,4,Dairy produce; birds eggs; natural honey;,Egypt,Egypt,31140,31.1667049,36.941628,,
2005,2005,Export,Jordan,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,84915,31.1667049,36.941628,43.897683433510366,-100.08947125585888
2005,2005,Export,Jordan,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,5287,31.1667049,36.941628,59.36075159783851,25.01346951967388
2005,2005,Export,Jordan,4,Dairy produce; birds eggs; natural honey;,Tunisia,Tunisia,82656,31.1667049,36.941628,,
2005,2005,Export,Jordan,4,Dairy produce; birds eggs; natural honey;,Western Asia,Asia,70610,31.1667049,36.941628,26.42921218083572,52.86847103284948
2005,2005,Export,Jordan,4,Dairy produce; birds eggs; natural honey;,World,World,78118492,31.1667049,36.941628,,
2005,2005,Export,Jordan,4,Dairy produce; birds eggs; natural honey;, Algeria, Algeria,2544788,31.1667049,36.941628,,
2005,2005,Export,Jordan,4,Dairy produce; birds eggs; natural honey;, Bahrain, Bahrain,47241,31.1667049,36.941628,,
2005,2005,Export,Jordan,4,Dairy produce; birds eggs; natural honey;, Iraq, Iraq,61623418,31.1667049,36.941628,,
2005,2005,Export,Jordan,4,Dairy produce; birds eggs; natural honey;, Kuwait, Kuwait,1614913,31.1667049,36.941628,,
2005,2005,Export,Jordan,4,Dairy produce; birds eggs; natural honey;, Lebanon, Lebanon,170718,31.1667049,36.941628,,
2005,2005,Export,Jordan,4,Dairy produce; birds eggs; natural honey;, Libya, Libya,120204,31.1667049,36.941628,,
2005,2005,Export,Jordan,4,Dairy produce; birds eggs; natural honey;, Oman, Oman,1086208,31.1667049,36.941628,,
2005,2005,Export,Jordan,4,Dairy produce; birds eggs; natural honey;, Qatar, Qatar,1785186,31.1667049,36.941628,,
2005,2005,Export,Jordan,4,Dairy produce; birds eggs; natural honey;, Saudi Arabia, Saudi Arabia,3117890,31.1667049,36.941628,,
2005,2005,Export,Jordan,4,Dairy produce; birds eggs; natural honey;, State of Palestine, State of Palestine,90859,31.1667049,36.941628,,
2005,2005,Export,Jordan,4,Dairy produce; birds eggs; natural honey;, United Arab Emirates, United Arab Emirates,571907,31.1667049,36.941628,,
2005,2005,Export,Jordan,4,Dairy produce; birds eggs; natural honey;, Yemen, Yemen,68891,31.1667049,36.941628,,
