yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2014,2014.0,Re-Import,Pakistan,World,64.0,Footwear; gaiters and the like; parts of such articles,68543.0,,30.3308401,71.247499,-36.8535712,174.7456809
2014,2014.0,Re-Import,Pakistan,China,64.0,Footwear; gaiters and the like; parts of such articles,4055.0,,30.3308401,71.247499,35.000074,104.999927
2014,2014.0,Re-Import,Pakistan,United Arab Emirates,64.0,Footwear; gaiters and the like; parts of such articles,64488.0,,30.3308401,71.247499,24.0002488,53.9994829
