rtTitle,Subregion,rgDesc,TradeValue
Morocco,Afghanistan,Export,39756
Morocco,Afghanistan,Import,17999
Morocco,Algeria,Export,133453031
Morocco,Algeria,Import,422466170
Morocco,Armenia,Export,102422
Morocco,Armenia,Import,8892
Morocco,Azerbaijan,Export,716823
Morocco,Azerbaijan,Import,18630
Morocco,Bahrain,Export,32160800
Morocco,Bahrain,Import,85215243
Morocco,Comoros,Export,2230669
Morocco,Comoros,Import,2398
Morocco,Cyprus,Export,2019810
Morocco,Cyprus,Import,890408
Morocco,Djibouti,Export,248635495
Morocco,Djibouti,Import,0
Morocco,Georgia,Export,5092638
Morocco,Georgia,Import,4693185
Morocco,Iraq,Export,5009348
Morocco,Iraq,Import,923980
Morocco,Jordan,Export,28441547
Morocco,Jordan,Import,28833362
Morocco,Kuwait,Export,11215010
Morocco,Kuwait,Import,21808110
Morocco,Lebanon,Export,47491514
Morocco,Lebanon,Import,20218050
Morocco,Libya,Export,67581153
Morocco,Libya,Import,13372198
Morocco,Malta,Export,8647043
Morocco,Malta,Import,1984963
Morocco,Mauritania,Export,182653805
Morocco,Mauritania,Import,1457181
Morocco,Oman,Export,40090518
Morocco,Oman,Import,26201979
Morocco,Pakistan,Export,315181814
Morocco,Pakistan,Import,36858804
Morocco,Qatar,Export,32761273
Morocco,Qatar,Import,74956001
Morocco,Saudi Arabia,Export,95799947
Morocco,Saudi Arabia,Import,895651815
Morocco,State of Palestine,Export,4972056
Morocco,State of Palestine,Import,784052
Morocco,United Arab Emirates,Export,90190905
Morocco,United Arab Emirates,Import,506824206
Morocco,Yemen,Export,3762292
Morocco,Yemen,Import,878
