yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2016,2016,Re-Export,Kuwait,World,55,Man-made staple fibres,436358,,,-36.8535712,174.7456809
2016,2016,Re-Export,Kuwait,Bahrain,55,Man-made staple fibres,43760,,,26.1551249,50.5344606
2016,2016,Re-Export,Kuwait,Iran,55,Man-made staple fibres,55852,,,32.6475314,54.5643516
2016,2016,Re-Export,Kuwait,Iraq,55,Man-made staple fibres,1951,,,33.0955793,44.1749775
2016,2016,Re-Export,Kuwait,Jordan,55,Man-made staple fibres,56295,,,31.1667049,36.941628
2016,2016,Re-Export,Kuwait,Rep. of Korea,55,Man-made staple fibres,377,,,,
2016,2016,Re-Export,Kuwait,Qatar,55,Man-made staple fibres,68582,,,25.3336984,51.2295295
2016,2016,Re-Export,Kuwait,Saudi Arabia,55,Man-made staple fibres,155898,,,25.6242618,42.3528328
2016,2016,Re-Export,Kuwait,Somalia,55,Man-made staple fibres,962,,,8.3676771,49.083416
2016,2016,Re-Export,Kuwait,Syria,55,Man-made staple fibres,1753,,,34.6401861,39.0494106
2016,2016,Re-Export,Kuwait,United Arab Emirates,55,Man-made staple fibres,39509,,,24.0002488,53.9994829
2016,2016,Re-Export,Kuwait,Turkey,55,Man-made staple fibres,396,,,38.9597594,34.9249653
2016,2016,Re-Export,Kuwait,Egypt,55,Man-made staple fibres,11016,,,26.2540493,29.2675469
