yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2005,2005,Export,Lebanon,25,Salt; sulfur; earths and stone; plastering materials,Australia and New Zealand,Oceania,16000,33.8750629,35.843409,-16.85099460447687,133.4130365630627
2005,2005,Export,Lebanon,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,1276000,33.8750629,35.843409,37.977378106878206,73.97804075806764
2005,2005,Export,Lebanon,25,Salt; sulfur; earths and stone; plastering materials,Eastern Europe,Europe,2000,33.8750629,35.843409,51.67568633314729,27.673469819741847
2005,2005,Export,Lebanon,25,Salt; sulfur; earths and stone; plastering materials,Northern Africa,Africa,325000,33.8750629,35.843409,19.569604022535763,12.47761721199581
2005,2005,Export,Lebanon,25,Salt; sulfur; earths and stone; plastering materials,Northern America,Americas,25000,33.8750629,35.843409,43.897683433510366,-100.08947125585888
2005,2005,Export,Lebanon,25,Salt; sulfur; earths and stone; plastering materials,Southern Europe,Europe,2137000,33.8750629,35.843409,40.12399607988535,20.742583178432696
2005,2005,Export,Lebanon,25,Salt; sulfur; earths and stone; plastering materials,Sub-Saharan Africa,Africa,138000,33.8750629,35.843409,6.06272746187266,22.727528470146083
2005,2005,Export,Lebanon,25,Salt; sulfur; earths and stone; plastering materials,Western Asia,Asia,57565000,33.8750629,35.843409,26.42921218083572,52.86847103284948
2005,2005,Export,Lebanon,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,1000,33.8750629,35.843409,47.92172048214207,7.866753258497997
2005,2005,Export,Lebanon,25,Salt; sulfur; earths and stone; plastering materials,World,World,118904000,33.8750629,35.843409,,
