yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2013,2013,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,172017,33.8750629,35.843409,-16.85099460447687,133.4130365630627
2013,2013,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,1507948,33.8750629,35.843409,37.977378106878206,73.97804075806764
2013,2013,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,905910,33.8750629,35.843409,51.67568633314729,27.673469819741847
2013,2013,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,375891,33.8750629,35.843409,,
2013,2013,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,677994,33.8750629,35.843409,17.925141963241547,-78.01492950057497
2013,2013,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,1611259,33.8750629,35.843409,43.897683433510366,-100.08947125585888
2013,2013,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,1645536,33.8750629,35.843409,59.36075159783851,25.01346951967388
2013,2013,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,3592022,33.8750629,35.843409,10.528384761701911,103.08333472012376
2013,2013,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,38590,33.8750629,35.843409,25.499703063807168,75.5024015339642
2013,2013,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,4765723,33.8750629,35.843409,40.12399607988535,20.742583178432696
2013,2013,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,31045,33.8750629,35.843409,6.06272746187266,22.727528470146083
2013,2013,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,1249,33.8750629,35.843409,,
2013,2013,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,2527516,33.8750629,35.843409,26.42921218083572,52.86847103284948
2013,2013,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,6755303,33.8750629,35.843409,47.92172048214207,7.866753258497997
2013,2013,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,27514951,33.8750629,35.843409,,
2013,2013,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes, Bahrain, Bahrain,1928,33.8750629,35.843409,,
2013,2013,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes, Jordan, Jordan,287529,33.8750629,35.843409,,
2013,2013,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes, Kuwait, Kuwait,4153,33.8750629,35.843409,,
2013,2013,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes, Morocco, Morocco,10595,33.8750629,35.843409,,
2013,2013,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,1905566,33.8750629,35.843409,,
2013,2013,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,96955,33.8750629,35.843409,,
