yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2017,2017,Re-Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,107134,30.3308401,71.247499,37.977378106878206,73.97804075806764
2017,2017,Re-Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,12482,30.3308401,71.247499,43.897683433510366,-100.08947125585888
2017,2017,Re-Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,36318,30.3308401,71.247499,59.36075159783851,25.01346951967388
2017,2017,Re-Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,32474,30.3308401,71.247499,10.528384761701911,103.08333472012376
2017,2017,Re-Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,8852,30.3308401,71.247499,26.42921218083572,52.86847103284948
2017,2017,Re-Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,246909,30.3308401,71.247499,,
2017,2017,Re-Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Qatar, Qatar,41989,30.3308401,71.247499,,
2017,2017,Re-Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,562,30.3308401,71.247499,,
