yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2011,2011.0,Import,Jordan,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",27515825.0,,31.1667049,36.941628,-36.8535712,174.7456809
2011,2011.0,Import,Jordan,"China, Hong Kong SAR",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",94055.0,,31.1667049,36.941628,22.350627,114.1849161
2011,2011.0,Import,Jordan,Hungary,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",20079.0,,31.1667049,36.941628,47.1817585,19.5060937
2011,2011.0,Import,Jordan,Indonesia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",920.0,,31.1667049,36.941628,-2.4833826,117.8902853
2011,2011.0,Import,Jordan,Iran,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",12524.0,,31.1667049,36.941628,32.6475314,54.5643516
2011,2011.0,Import,Jordan,Ireland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",230.0,,31.1667049,36.941628,52.865196,-7.9794599
2011,2011.0,Import,Jordan,Israel,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",68601.0,,31.1667049,36.941628,30.8124247,34.8594762
2011,2011.0,Import,Jordan,Italy,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1567227.0,,31.1667049,36.941628,42.6384261,12.674297
2011,2011.0,Import,Jordan,Japan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",525803.0,,31.1667049,36.941628,36.5748441,139.2394179
2011,2011.0,Import,Jordan,Rep. of Korea,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",792237.0,,31.1667049,36.941628,,
2011,2011.0,Import,Jordan,Lebanon,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",11000.0,,31.1667049,36.941628,33.8750629,35.843409
2011,2011.0,Import,Jordan,Malaysia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3958.0,,31.1667049,36.941628,4.5693754,102.2656823
2011,2011.0,Import,Jordan,Mexico,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",293501.0,,31.1667049,36.941628,23.6585116,-102.0077097
2011,2011.0,Import,Jordan,"Other Asia, nes",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",714631.0,,31.1667049,36.941628,,
2011,2011.0,Import,Jordan,Netherlands,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",112558.0,,31.1667049,36.941628,52.2434979,5.6343227
2011,2011.0,Import,Jordan,New Zealand,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",4583.0,,31.1667049,36.941628,-41.5000831,172.8344077
2011,2011.0,Import,Jordan,Norway,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",620.0,,31.1667049,36.941628,60.5000209,9.0999715
2011,2011.0,Import,Jordan,Pakistan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",167587.0,,31.1667049,36.941628,30.3308401,71.247499
2011,2011.0,Import,Jordan,Philippines,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",575.0,,31.1667049,36.941628,12.7503486,122.7312101
2011,2011.0,Import,Jordan,Poland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1941471.0,,31.1667049,36.941628,52.215933,19.134422
2011,2011.0,Import,Jordan,Portugal,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",18021.0,,31.1667049,36.941628,39.6621648,-8.1353519
2011,2011.0,Import,Jordan,Romania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",549.0,,31.1667049,36.941628,45.9852129,24.6859225
2011,2011.0,Import,Jordan,Russian Federation,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",213693.0,,31.1667049,36.941628,64.6863136,97.7453061
2011,2011.0,Import,Jordan,Saudi Arabia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",20239.0,,31.1667049,36.941628,25.6242618,42.3528328
2011,2011.0,Import,Jordan,India,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1001595.0,,31.1667049,36.941628,22.3511148,78.6677428
2011,2011.0,Import,Jordan,Singapore,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",351123.0,,31.1667049,36.941628,1.357107,103.8194992
2011,2011.0,Import,Jordan,Slovakia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",59.0,,31.1667049,36.941628,48.7411522,19.4528646
2011,2011.0,Import,Jordan,Viet Nam,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",29399.0,,31.1667049,36.941628,15.9266657,107.9650855
2011,2011.0,Import,Jordan,Slovenia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",332870.0,,31.1667049,36.941628,45.8133113,14.4808369
2011,2011.0,Import,Jordan,Spain,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",278731.0,,31.1667049,36.941628,39.3260685,-4.8379791
2011,2011.0,Import,Jordan,Sweden,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",89356.0,,31.1667049,36.941628,59.6749712,14.5208584
2011,2011.0,Import,Jordan,Switzerland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",569213.0,,31.1667049,36.941628,46.7985624,8.2319736
2011,2011.0,Import,Jordan,Syria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",40273.0,,31.1667049,36.941628,34.6401861,39.0494106
2011,2011.0,Import,Jordan,Thailand,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",30680.0,,31.1667049,36.941628,14.8971921,100.83273
2011,2011.0,Import,Jordan,United Arab Emirates,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",137162.0,,31.1667049,36.941628,24.0002488,53.9994829
2011,2011.0,Import,Jordan,Turkey,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",736868.0,,31.1667049,36.941628,38.9597594,34.9249653
2011,2011.0,Import,Jordan,Ukraine,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",98592.0,,31.1667049,36.941628,49.4871968,31.2718321
2011,2011.0,Import,Jordan,Egypt,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",357403.0,,31.1667049,36.941628,26.2540493,29.2675469
2011,2011.0,Import,Jordan,United Kingdom,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",609986.0,,31.1667049,36.941628,54.7023545,-3.2765753
2011,2011.0,Import,Jordan,Free Zones,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",109958.0,,31.1667049,36.941628,5.57675525,-0.1653113957934536
2011,2011.0,Import,Jordan,USA,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2768089.0,,31.1667049,36.941628,39.7837304,-100.445882
