yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2013,2013.0,Import,Lebanon,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1565338594.0,,33.8750629,35.843409,-36.8535712,174.7456809
2013,2013.0,Import,Lebanon,American Samoa,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",995.0,,33.8750629,35.843409,-14.297124,-170.7131481
2013,2013.0,Import,Lebanon,Azerbaijan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",546.0,,33.8750629,35.843409,40.3936294,47.7872508
2013,2013.0,Import,Lebanon,Argentina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",176263.0,,33.8750629,35.843409,-34.9964963,-64.9672817
2013,2013.0,Import,Lebanon,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4648358.0,,33.8750629,35.843409,-24.7761086,134.755
2013,2013.0,Import,Lebanon,Austria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6509047.0,,33.8750629,35.843409,47.59397,14.12456
2013,2013.0,Import,Lebanon,Bahrain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",345.0,,33.8750629,35.843409,26.1551249,50.5344606
2013,2013.0,Import,Lebanon,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4251369.0,,33.8750629,35.843409,50.6402809,4.6667145
2013,2013.0,Import,Lebanon,Bosnia Herzegovina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7782.0,,33.8750629,35.843409,44.3053476,17.5961467
2013,2013.0,Import,Lebanon,Brazil,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",365219.0,,33.8750629,35.843409,-10.3333333,-53.2
2013,2013.0,Import,Lebanon,Belize,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",226.0,,33.8750629,35.843409,16.8259793,-88.7600927
2013,2013.0,Import,Lebanon,Bulgaria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9433.0,,33.8750629,35.843409,42.6073975,25.4856617
2013,2013.0,Import,Lebanon,Burundi,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",50.0,,33.8750629,35.843409,-3.426449,29.9324519
2013,2013.0,Import,Lebanon,Belarus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5382.0,,33.8750629,35.843409,53.4250605,27.6971358
2013,2013.0,Import,Lebanon,Cambodia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",43597.0,,33.8750629,35.843409,12.5433216,104.8144914
2013,2013.0,Import,Lebanon,Cameroon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",51410.0,,33.8750629,35.843409,4.6125522,13.1535811
2013,2013.0,Import,Lebanon,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17882343.0,,33.8750629,35.843409,61.0666922,-107.991707
2013,2013.0,Import,Lebanon,Sri Lanka,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",133.0,,33.8750629,35.843409,7.5554942,80.7137847
2013,2013.0,Import,Lebanon,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",57853223.0,,33.8750629,35.843409,35.000074,104.999927
2013,2013.0,Import,Lebanon,Costa Rica,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",135.0,,33.8750629,35.843409,10.2735633,-84.0739102
2013,2013.0,Import,Lebanon,Croatia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",922.0,,33.8750629,35.843409,45.5643442,17.0118954
2013,2013.0,Import,Lebanon,Cyprus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",73821.0,,33.8750629,35.843409,34.9823018,33.1451285
2013,2013.0,Import,Lebanon,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2849256.0,,33.8750629,35.843409,49.7439047,15.3381061
2013,2013.0,Import,Lebanon,Denmark,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",291121.0,,33.8750629,35.843409,55.670249,10.3333283
2013,2013.0,Import,Lebanon,Estonia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4968.0,,33.8750629,35.843409,58.7523778,25.3319078
2013,2013.0,Import,Lebanon,Finland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1502181.0,,33.8750629,35.843409,63.2467777,25.9209164
2013,2013.0,Import,Lebanon,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",32561799.0,,33.8750629,35.843409,46.603354,1.8883335
2013,2013.0,Import,Lebanon,Georgia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7535.0,,33.8750629,35.843409,32.3293809,-83.1137366
2013,2013.0,Import,Lebanon,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",431268694.0,,33.8750629,35.843409,51.1638175,10.4478313
