yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2003,2003,Re-Export,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;,Egypt,Egypt,110667,25.6242618,42.3528328,,
2003,2003,Re-Export,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;,South-eastern Asia,Asia,213867,25.6242618,42.3528328,10.528384761701911,103.08333472012376
2003,2003,Re-Export,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;,Sub-Saharan Africa,Africa,121333,25.6242618,42.3528328,6.06272746187266,22.727528470146083
2003,2003,Re-Export,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;,World,World,2176003,25.6242618,42.3528328,,
2003,2003,Re-Export,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;, Bahrain, Bahrain,187734,25.6242618,42.3528328,,
2003,2003,Re-Export,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;, Jordan, Jordan,259734,25.6242618,42.3528328,,
2003,2003,Re-Export,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;, Mauritania, Mauritania,154667,25.6242618,42.3528328,,
2003,2003,Re-Export,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;, Oman, Oman,465601,25.6242618,42.3528328,,
2003,2003,Re-Export,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;, United Arab Emirates, United Arab Emirates,465334,25.6242618,42.3528328,,
