yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2020,2020.0,Import,Oman,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2907091813.0,,21.0000287,57.0036901,-36.8535712,174.7456809
2020,2020.0,Import,Oman,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",666748.0,,21.0000287,57.0036901,-24.7761086,134.755
2020,2020.0,Import,Oman,Austria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",83.0,,21.0000287,57.0036901,47.59397,14.12456
2020,2020.0,Import,Oman,Bahrain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1316241.0,,21.0000287,57.0036901,26.1551249,50.5344606
2020,2020.0,Import,Oman,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",34793536.0,,21.0000287,57.0036901,50.6402809,4.6667145
2020,2020.0,Import,Oman,Brazil,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",210.0,,21.0000287,57.0036901,-10.3333333,-53.2
2020,2020.0,Import,Oman,Cameroon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",140397.0,,21.0000287,57.0036901,4.6125522,13.1535811
2020,2020.0,Import,Oman,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",382944.0,,21.0000287,57.0036901,61.0666922,-107.991707
2020,2020.0,Import,Oman,Sri Lanka,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4427063.0,,21.0000287,57.0036901,7.5554942,80.7137847
2020,2020.0,Import,Oman,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",75568622.0,,21.0000287,57.0036901,35.000074,104.999927
2020,2020.0,Import,Oman,Colombia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",252.0,,21.0000287,57.0036901,4.099917,-72.9088133
2020,2020.0,Import,Oman,Croatia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6007.0,,21.0000287,57.0036901,45.5643442,17.0118954
2020,2020.0,Import,Oman,Cyprus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2478.0,,21.0000287,57.0036901,34.9823018,33.1451285
2020,2020.0,Import,Oman,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4754.0,,21.0000287,57.0036901,49.7439047,15.3381061
2020,2020.0,Import,Oman,Denmark,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9599.0,,21.0000287,57.0036901,55.670249,10.3333283
2020,2020.0,Import,Oman,Finland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1552.0,,21.0000287,57.0036901,63.2467777,25.9209164
2020,2020.0,Import,Oman,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3027531.0,,21.0000287,57.0036901,46.603354,1.8883335
2020,2020.0,Import,Oman,Djibouti,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14713049.0,,21.0000287,57.0036901,11.8145966,42.8453061
2020,2020.0,Import,Oman,Georgia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13654.0,,21.0000287,57.0036901,32.3293809,-83.1137366
2020,2020.0,Import,Oman,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",140465100.0,,21.0000287,57.0036901,51.1638175,10.4478313
2020,2020.0,Import,Oman,Ghana,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3300.0,,21.0000287,57.0036901,8.0300284,-1.0800271
2020,2020.0,Import,Oman,Greece,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",214847.0,,21.0000287,57.0036901,38.9953683,21.9877132
2020,2020.0,Import,Oman,"China, Hong Kong SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",338046.0,,21.0000287,57.0036901,22.350627,114.1849161
2020,2020.0,Import,Oman,Indonesia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",63846111.0,,21.0000287,57.0036901,-2.4833826,117.8902853
2020,2020.0,Import,Oman,Iran,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",255893.0,,21.0000287,57.0036901,32.6475314,54.5643516
2020,2020.0,Import,Oman,Iraq,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",876.0,,21.0000287,57.0036901,33.0955793,44.1749775
2020,2020.0,Import,Oman,Ireland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2977.0,,21.0000287,57.0036901,52.865196,-7.9794599
2020,2020.0,Import,Oman,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15135358.0,,21.0000287,57.0036901,42.6384261,12.674297
2020,2020.0,Import,Oman,Jamaica,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",706683.0,,21.0000287,57.0036901,18.1850507,-77.3947693
2020,2020.0,Import,Oman,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1065094054.0,,21.0000287,57.0036901,36.5748441,139.2394179
2020,2020.0,Import,Oman,Jordan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",37007944.0,,21.0000287,57.0036901,31.1667049,36.941628
2020,2020.0,Import,Oman,Kenya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",22694.0,,21.0000287,57.0036901,1.4419683,38.4313975
2020,2020.0,Import,Oman,Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",41691013.0,,21.0000287,57.0036901,,
2020,2020.0,Import,Oman,Kuwait,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2138798.0,,21.0000287,57.0036901,29.2733964,47.4979476
2020,2020.0,Import,Oman,Lebanon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",501914.0,,21.0000287,57.0036901,33.8750629,35.843409
2020,2020.0,Import,Oman,Latvia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10538.0,,21.0000287,57.0036901,56.8406494,24.7537645
2020,2020.0,Import,Oman,Lithuania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",18613.0,,21.0000287,57.0036901,55.3500003,23.7499997
2020,2020.0,Import,Oman,Luxembourg,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11500282.0,,21.0000287,57.0036901,49.8158683,6.1296751
2020,2020.0,Import,Oman,Malaysia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",632286.0,,21.0000287,57.0036901,4.5693754,102.2656823
2020,2020.0,Import,Oman,Mexico,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14619304.0,,21.0000287,57.0036901,23.6585116,-102.0077097
2020,2020.0,Import,Oman,"Other Asia, nes",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",23360887.0,,21.0000287,57.0036901,,
2020,2020.0,Import,Oman,Morocco,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1551102.0,,21.0000287,57.0036901,31.1728205,-7.3362482
2020,2020.0,Import,Oman,Netherlands,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1977282.0,,21.0000287,57.0036901,52.2434979,5.6343227
2020,2020.0,Import,Oman,Norway,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4507.0,,21.0000287,57.0036901,60.5000209,9.0999715
2020,2020.0,Import,Oman,Pakistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",172239.0,,21.0000287,57.0036901,30.3308401,71.247499
2020,2020.0,Import,Oman,Philippines,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",62403.0,,21.0000287,57.0036901,12.7503486,122.7312101
2020,2020.0,Import,Oman,Poland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",33042.0,,21.0000287,57.0036901,52.215933,19.134422
2020,2020.0,Import,Oman,Portugal,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",44210.0,,21.0000287,57.0036901,39.6621648,-8.1353519
2020,2020.0,Import,Oman,Qatar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",45045954.0,,21.0000287,57.0036901,25.3336984,51.2295295
2020,2020.0,Import,Oman,Romania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",32717.0,,21.0000287,57.0036901,45.9852129,24.6859225
2020,2020.0,Import,Oman,Saudi Arabia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",22142294.0,,21.0000287,57.0036901,25.6242618,42.3528328
2020,2020.0,Import,Oman,India,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",33762954.0,,21.0000287,57.0036901,22.3511148,78.6677428
2020,2020.0,Import,Oman,Singapore,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3931513.0,,21.0000287,57.0036901,1.357107,103.8194992
2020,2020.0,Import,Oman,Viet Nam,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1511.0,,21.0000287,57.0036901,15.9266657,107.9650855
2020,2020.0,Import,Oman,Slovenia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",32260.0,,21.0000287,57.0036901,45.8133113,14.4808369
2020,2020.0,Import,Oman,Somalia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14663.0,,21.0000287,57.0036901,8.3676771,49.083416
2020,2020.0,Import,Oman,South Africa,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3713281.0,,21.0000287,57.0036901,-28.8166236,24.991639
2020,2020.0,Import,Oman,Spain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7159518.0,,21.0000287,57.0036901,39.3260685,-4.8379791
2020,2020.0,Import,Oman,Sweden,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",191563.0,,21.0000287,57.0036901,59.6749712,14.5208584
2020,2020.0,Import,Oman,Switzerland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",210634.0,,21.0000287,57.0036901,46.7985624,8.2319736
2020,2020.0,Import,Oman,Thailand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",199848153.0,,21.0000287,57.0036901,14.8971921,100.83273
2020,2020.0,Import,Oman,United Arab Emirates,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",675974688.0,,21.0000287,57.0036901,24.0002488,53.9994829
2020,2020.0,Import,Oman,Turkey,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",58865256.0,,21.0000287,57.0036901,38.9597594,34.9249653
2020,2020.0,Import,Oman,Ukraine,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",29152.0,,21.0000287,57.0036901,49.4871968,31.2718321
2020,2020.0,Import,Oman,Egypt,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",507573.0,,21.0000287,57.0036901,26.2540493,29.2675469
2020,2020.0,Import,Oman,United Kingdom,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",31589177.0,,21.0000287,57.0036901,54.7023545,-3.2765753
2020,2020.0,Import,Oman,United Rep. of Tanzania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",56023.0,,21.0000287,57.0036901,,
2020,2020.0,Import,Oman,Free Zones,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",663464.0,,21.0000287,57.0036901,5.57675525,-0.1653113957934536
2020,2020.0,Import,Oman,USA,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",266471505.0,,21.0000287,57.0036901,39.7837304,-100.445882
2020,2020.0,Import,Oman,Yemen,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",360907.0,,21.0000287,57.0036901,16.3471243,47.8915271
